LZ,time,user_name,response
 ,2017-11-05,飞钟爱一生,这个牛大了！必须注册会员了！
 ,2017-11-05,孤的万丈气质,为了吴亦凡不卸爱奇艺，还开了会员
 ,2017-11-05,小浮夸的布偶,帅
 ,2017-11-05,sammi杨扬,这个厉害包机
 ,2017-11-05,一生有你何不欢,好6啊
 ,2017-11-05,四次元脱线小王子,哇了好可爱啊
 ,2017-11-05,你眼里还有小星星吗,超级讨厌春秋航空啊
 ,2017-11-05,香干凡五花,啊啊啊啊啊
 ,2017-11-05,Nakajima_yuto,哇~~~~
 ,2017-11-05,23333凡凡,哟哟
 ,2017-11-05,吴亦凡图片视频,#吴亦凡1106生日快乐#
 ,2017-11-05,随便起名字666,粗门要私人飞机棒棒
 ,2017-11-05,漫妮的小天地,厉害了啊，爱奇艺
 ,2017-11-05,八月芃芃兔,转发微博
 ,2017-11-05,aKk哦,#吴亦凡1106生日快乐# 包机去深圳看凡哥生日会。
 ,2017-11-05,LIMENGYU_W,6666
 ,2017-11-05,温暖如亦凡,6666666
 ,2017-11-05,全网影视vip一年30左右,回复@Mr_galaxy:全网影视会员一年38，七网平台任意看
 ,2017-11-05,熊熊梦语,爱奇艺厉害了
 ,2017-11-05,看到尽头以前就一起走吧,""","
 ,2017-11-05,臻惜妮,#吴亦凡1106生日快乐# #首席会员非凡体验官# 出发
 ,2017-11-05,就是一五三的好青年,#吴亦凡1106生日快乐# 又酷又可爱的行李牌爱奇艺给力
 ,2017-11-05,_kristy嘟嘟嘟_,厉害了我的爱奇艺
 ,2017-11-05,所有haters磕头,粗门坐玩具飞机吗哈哈哈哈这么可爱的画风
 ,2017-11-05,Mr_凡啾啾,#吴亦凡1106生日快乐# #吴亦凡# 厉害了，好棒啊
 ,2017-11-05,allaboutyou11,真的太6了
 ,2017-11-05,谭小飞的法拉利恩佐,转发微博
 ,2017-11-05,唯爱凡凡3344,厉害
 ,2017-11-05,也许童言无忌,我是爱奇艺ⅤⅠP会员我骄傲#吴亦凡#
 ,2017-11-05,嘿栾栾栾栾栾栾,太6了
 ,2017-11-05,JJJ_wei,酷
 ,2017-11-05,不爱吃鱼的galaxy,#吴亦凡1106生日快乐# 哇喔!酷哦！
 ,2017-11-05,Ujo_Atropos,最后那个太可爱了吧
 ,2017-11-05,-坂井泉水-,超棒
 ,2017-11-05,芒果味的鲵精,可爱
 ,2017-11-05,梅格妮爱鲜果15219499452,#吴亦凡# #吴亦凡生日会# #吴亦凡deserve# 哇，厉害了，爱奇艺重视吴亦凡这样的人才，Kris Wu You deserve best！不知哪些妮妮\/曼曼们才能有这么好的运气和礼遇，可以有机会和凡凡同行!!!
 ,2017-11-05,我大凡凡,爱奇艺太给力了
 ,2017-11-05,我大凡凡,哇哇哇，真是6到飞起。出门要坐私人飞机！凡凡的私人飞机
 ,2017-11-05,专杀土ji,#吴亦凡#
 ,2017-11-05,煎蛋超人溜,出门要私人飞机#吴亦凡1106生日快乐#
 ,2017-11-05,爱笑小平,今天你去现场吗？
 ,2017-11-05,Urmyrainbow,哇！！！
 ,2017-11-05,我现在没有喜欢的人,可以可以
 ,2017-11-05,我是懒羊羊啊11,666
 ,2017-11-05,Fighting女孩本尊,牛
 ,2017-11-05,-嫣末夕,6666
 ,2017-11-05,voler1990,厉害了
 ,2017-11-05,galaxy_chao,很棒
 ,2017-11-05,用户5563096105,第一
 ,2017-11-05,Sherry爱吃梨,#吴亦凡1106生日快乐# 小爱这个厉害了啊，我是会员我骄傲
 ,2017-11-05,亦锦YF,出门坐凡凡的私人“专机”，666666#吴亦凡1106生日快乐#
 ,2017-11-05,Libra田,哇哦，这一波真是66666到飞起
 ,2017-11-05,大声讲话,#吴亦凡1106生日快乐# 哇塞厉害了
 ,2017-11-05,MeiGN_qing晴,#吴亦凡1106生日快乐#我粗门要做私人飞机
 ,2017-11-05,fanfansone_tt,#吴亦凡# #吴亦凡1106生日快乐# 
 ,2017-11-05,fanfan天神亦凡人yayaya,#吴亦凡1106生日快乐# 哇哇，这个简直666
 ,2017-11-05,miyako果冻,哇，我出门要坐私人飞机#吴亦凡1106生日快乐#
 ,2017-11-05,泰勒斯的大红唇,给力！！！
 ,2017-11-05,国际搞事情团队,这一波6了
 ,2017-11-05,giliq,好棒
 ,2017-11-05,一只小sail,爱奇艺太棒了#吴亦凡1106生日快乐#
 ,2017-11-05,林5Lin,爱奇艺给力#吴亦凡1106生日快乐#
 ,2017-11-05,吴凡凡931106,#吴亦凡1106生日快乐# #吴亦凡#
 ,2017-11-05,omelettetse,#吴亦凡# #吴亦凡1106生日快乐# 好6啊！！！！！@Mr_凡先生
 ,2017-11-05,許我一世Sunshine,#吴亦凡#  #吴亦凡1106生日快乐#  #首席会员非凡体验官#   厉害了@Mr_凡先生
 ,2017-11-05,夏洛特的回声,666
 ,2017-11-05,天神酱,太可爱啦啊啊啊
 ,2017-11-05,凌度空间凌度亲密,太有心了吧 羡慕羡慕再加一点小嫉妒，靠 老子嫉妒死了！#吴亦凡1106生日快乐#
 ,2017-11-05,Mr_galaxy,感谢爱奇艺vip会员，祝生日会圆满顺利，大家玩的开心
 ,2017-11-05,Kris-llo6,真棒啊
 ,2017-11-05,sendlyd,#奇迹的诞生日# #吴亦凡1106生日快乐# 爱奇艺真是很玛丽苏了#奇迹的诞生日# 这话题我粉丝都觉得羞耻
