LZ,time,user_name,response
 ,06-14,维京国旅,北京可以直飞哥本哈根了，还犹豫什么，北欧不在遥远\/\/@丹麦国家旅游局: 北京直飞哥本哈根，8000公里的距离不再遥远。当下的美好就差一张往返机票！让@中国国际航空 带你寻梦丹麦，追寻童真浪漫的足迹。 #童心丹麦#
 ,06-12,别忘了看风景,武汉有直飞的吗？
 ,06-12,Uranus_chan,wow！去过一次丹麦，还想再去，好多地方都是匆匆一瞥
 ,06-12,哥本哈根旅游局,回复@中国国际航空:评论加转发一下呗
 ,06-11,中国国际航空,回复@哥本哈根旅游局:坐着国航飞机，去看大美的哥本哈根
 ,06-06,草莓脸与草莓,@Johnwrk 我想去
 ,06-05,来自佛山的妍妍,还没办签证的我
 ,06-05,盖美旅行,""","
 ,06-05,XxNtClairvo,这两天飘着棉絮又热腾腾的哥哈哟没有空调的这里一觉醒来身上都是汗
 ,06-05,上海众信旅游顾问,北欧四国已经到了全年最美的时候了，错过今年……你又老了一岁
 ,06-05,上海众信旅游顾问,北欧四国已经到了全年最美腻的时候了
 ,06-05,Elaine_要留长长长长长长长头发,看新闻说6月有川航成都到哥哈直飞呀，这盼着盼着就没影儿了呢？
 ,06-04,最棒的宝宝的麻麻,真棒@仓鼠Taki
 ,06-04,用户6509083863,""","
 ,06-04,Rukanne,太美了
 ,06-04,哈笛笛,回复@OoooopsJi:是的，北欧那边好想去
 ,06-04,Thomas若,还是SAS青年票厉害
 ,06-04,徐铁人,这下去看美人鱼方便了
 ,06-04,xiaohuijie,这两天在丹麦晒爆了，每天睡觉的时候阳光还晒着屁股，睡了三小时又被阳光晒醒
 ,06-04,酷毙的小熊_,一堆手续要办，不过看到这么美就有动力了...
@国航小秘书 @中国国际航空 @国航西南营销中心 还有比你们更厚颜无耻的航空公司吗？明明自己油不够了，硬要说天气不好需要备降，结果前后的航空公司都安全降落了，自己加个油又出发了！ 昆明 ,10小时前,医生-6,回复@Claire_Yu多多:就是，都可以飞到欧洲了
 ,12小时前,Claire_Yu多多,天哪！你还在昆明！
 ,13小时前,国航小秘书,您好，烦请您以私信的形式提供一下999开头的13位客票号码，小秘书为您查看一下。
"@中国国际航空 @国航小秘书 你们这用餐时间……9点的航班6点多7点来不及吃发饭就得从市区出发，8点到机场刚好没热食了，今天还各种晚点加取消，进来了就只有面包啃了


 北京·首都机场T3航站楼 ",06-13,LeonardoGonzalez,回复@車車_南北溟:白老师说飞机上泡面管饱
 ,06-13,jadam,回复@車車_南北溟:叫外卖
 ,06-13,車車_南北溟,回复@国航小秘书:算了吧。亲眼目睹老学者匆匆忙忙从市区开完会赶到机场，就只能吃你们一盒泡面。
 ,06-13,国航小秘书,您好，很抱歉给您带来的不佳感受，我们会不断完善我们的服务，给您带来更好的出行体验。小秘书向您致以深深的歉意，还请您多多见谅。
朋友北京飞长春，这尾巴好像是刚刚焊起来的，能飞否？！@中国国际航空  @国航小秘书 ,06-08,刷克,回复@国航小秘书:所以是咋回事为啥还要私信
 ,06-08,国航小秘书,回复@冷暖两心知:不客气
 ,06-08,冷暖两心知,回复@国航小秘书:谢谢
 ,06-08,国航小秘书,您好  私信已回复。
@胖安达  六一节爸爸在单位保障航班，小宝在家陪着胖安达。希望大礼包砸中我们，让小宝开心的过节。@国航小秘书  @中国国际航空 北京·李桥镇 ,06-01,国航小秘书,小秘书祝小宝节日快乐哦
 ,06-01,子桐占卜屋,~&gt;_
"@中国国际航空 首架#A350XWB#宽体飞机今天在图卢兹顺利首飞！期待“墨镜侠”早日加入国航机队
 ",06-24,AirbusKOBoeing,回复@中国国际航空:说不定，到时候可以赶上首航，首航飞哪订好了吗？
 ,06-06,AdamEve6,回复@00054zsh:厦航在787会好看点，深航在350会比较好看
 ,06-06,00054zsh,回复@AdamEve6:厦航也是
 ,06-03,比良坂大山,自带30年机龄涂装
 ,06-02,穆先森W,只有我觉得CA的涂装真的很大气大方吗 我觉得很符合我国国情和审美呀
 ,06-01,蛮牛烈马,好好的飞机被这涂装毁了
 ,06-01,昌林居士,社会主义腰线
 ,06-01,ClarkOW,回复@盧卡斯_Ray:这话你得问局方
 ,06-01,Bubble911,社会主义腰线
 ,06-01,R5Quattro,川航也是七月份，谁是国内首个用户？好像川航早点租赁和订购的，是不是川航在国内首个用户先？@空中客车
 ,05-31,中国国际航空,期待墨镜侠早日归队
 ,05-31,苏雨农,很期待
 ,05-31,他妈的改个名儿也这么难,涂装毁了飞机系列
 ,05-31,空中客车,回复@北京男娃:直购
 ,05-31,明明不是HERO,期待！额……川航机龄：2年新机已经不介意哭晕在厕所
 ,05-31,空中客车,回复@允文星:网页链接 
 ,05-31,DarrenYds,是谁说过来着 只要XX门城楼上挂的头像没变 咱就还是一代人 涂装估计同理
 ,05-31,CaptainSidneyLuvz777,嫌丑的都别坐，事真多
 ,05-31,杨杨六斤,涂装还是很OK啊
 ,05-31,空中客车,回复@AirMiang:这是临时注册号
 ,06-01,ghosthut,我就知道一定会有人喷涂装
 ,06-01,AirMiang,回复@空中客车:喔 学到了 谢谢
 ,06-01,DarrenYds,回复@DarrenYds:噢 崔健
 ,05-31,BC_Hsiao,川农国际的呢？注意驾驶室舷窗
 ,05-31,小朗_yi,太期待了。
 ,05-31,飞天小猪013062,入编西南基地吗？
 ,05-31,北京男娃,回复@空中客车:卖多少钱
 ,05-31,新视界一代,红领巾，白褂衩，蓝短裤，白球袜。配副墨镜～共产主义接班人患眼疾
 ,05-31,ZSteview,漂亮
 ,05-31,love小浪浪fly,期待！
 ,05-31,空中客车,回复@AirMiang:这是临时注册号
 ,05-31,CaptainSidneyLuvz777,嫌丑的都别坐，事真多
 ,05-31,AirMiang,回国之后注册号会变吗
 ,05-31,味全乳酸君,侠，漂亮！
 ,05-31,蓝色的毛虫,川航的彩绘熊猫呢？好久到。
 ,05-31,Zhang_小璋璋,Air China 这几个字的字体变了么 激动以前好像不是这样.....或者只是我眼花了
 ,05-31,盧卡斯_Ray,回复@允文星:去年到现在还没有接机！川农搞什么
 ,05-31,盧卡斯_Ray,腰线侠
 ,05-31,萌新小辈,个人感觉川航和国航涂装虽算不上出类拔萃，但是经典，反正两者对我来说都属于百看不厌型的。涂装再好看也只是表面功夫，内在性能舒适性安全性和服务态度更重要亦更为关键。貌似已经脑补出日后胖安达和350机头的合照了嗯，好像没毛病。
 ,05-31,Mr陳躍聰,果然国航没归来 川航别想争第一
@中国国际航空 一起买的团体票经济舱，行程还有一个月，现在可以单独升级公务舱吗。 ,05-28,NeekCe,回复@国航小秘书:好 谢谢
 ,05-28,国航小秘书,回复@NeekCe:您好，如果您在境外，可以拨打0086-95583\/+86-10-95583， 如因电信运营覆盖原因无法接通的地区，烦请拨打00-8610-59281588。
 ,05-28,NeekCe,回复@国航小秘书:怎么打啊，打不通 95583，海外是打86 95583吗 没有用诶
 ,05-28,国航小秘书,回复@NeekCe:您好，由于您购买的是团队客票，能否办理升舱业务，需要按照您客票的使用规定执行。建议您可以致电95583-1-3-3咨询团队服务部门详细了解。
 ,05-28,李医凌,回复@NeekCe:
 ,05-28,NeekCe,回复@李医凌:我台湾的朋友和我回大陆，他只坐头等舱
 ,05-28,李医凌,rich？
 ,05-28,NeekCe,@国航小秘书 一起买的团体票经济舱，行程还有一个月，现在可以单独升级公务舱吗。 升舱的话差价怎么补，官网或者app上可以变更吗
@中国国际航空 我是个演员当然在520这一天想回家过个节但是我觉得CA1436昨天的事情，你们应该给我们这些广大群众一个说法，到现在还在推卸责任，从昨天延误开始本身应该是晚上8.30登记，我们等到了九点二十，上了飞机因为流量问题飞不了，后来又因为拖飞机的拖车问题导致了飞机的轮胎坏了，而且几个小时在飞机上没有空调热晕了三个人，机长不出面还推卸责任，，在飞机里晕了三个人，我觉得应该正面的面对问题不是畏畏缩缩，这是中国而且飞机里面还有外国人，一个航空代表了我们国家的文化和素质程度，可昨天让我们看到的只有失望@民航局消费者事务中心 \/>希望这样的事情不要再发生了，飞机里还有很多老人，三个半小时接近四个小时在飞机里很容易出现突发事件，至乘客安全而不顾，而且提前检修这就是你们国航的事情，机长到了最后都不出面而且广播的时候还在推卸责任，这难道不是我们国家的航班吗？ 重庆·重庆江北机场,05-21,宝龙VV,就当过了个礼拜天吧，“服务”也休息，打折。社会总是在进步，慢慢来吧，520晚了，还有521
 ,05-21,张尧演员,回复@国航小秘书:你还是给我私信吧
 ,05-20,国航小秘书,回复@阿宇ayu_:亲，小秘书会协助反馈情况。
 ,05-20,国航小秘书,回复@张尧演员:亲，小秘书明白，您的心情我们很理解，咱们这边需要记录一下乘客的信息，以便小秘书这边为您反馈相关部门，还烦请您私信提供一下信息哦。
 ,05-20,张尧演员,回复@国航小秘书:感谢你能够及时的解决这件事情，不是我一个人，是一群人
 ,05-20,雪恋星姬,回复@张尧演员:生气伤身，别急
 ,05-20,阿宇ayu_,回复@国航小秘书:@国航小秘书 非常感谢您的关注，请您费心帮我反馈下情况
 ,05-20,庭语6266182110,应该经常检修的
 ,05-20,国航小秘书,您好，很抱歉给您带来的不便，小秘书向您致以深深的歉意。如果方便可以将您的客票号码、联系人姓名及联系电话以私信的形式发给我们，小秘书协助您反馈相关负责部门。
"@国航小秘书  @中国国际航空 你们载旗航机票确认邮件里的英文拼写能不能认真一点
 ",05-21,国航小秘书,回复@西北望长安GBG:
 ,05-21,西北望长安GBG,回复@国航小秘书:好的，感谢回复
 ,05-21,西北望长安GBG,回复@Real丹妮-:没…帮我妈订的
 ,05-21,国航小秘书,回复@西北望长安GBG:您好，您反馈的问题技术部门已经修改并调整好。再次感谢您提供的宝贵意见~
 ,05-20,Real丹妮-,回复@西北望长安GBG:回国机票？
 ,05-19,西北望长安GBG,回复@Real丹妮-:强迫症真的要被他们气死了
 ,05-19,Real丹妮-,哈哈哈哈哈哈哈哈哈
 ,05-18,国航小秘书,回复@西北望长安GBG:好的，信息已收到，我们会反馈相关部门核实。
 ,05-18,西北望长安GBG,回复@国航小秘书:国航手机APP，邮箱wangyaokth@gmail.com，邮件里还有其他拼写错误，请仔细检查
 ,05-18,国航小秘书,回复@西北望长安GBG:您好，请问您是通过哪里购买的客票？为您发送确认客票信息的邮箱方便提供一下吗？以便我们反馈相关负责部门核实。
"目前延误四个半小时，预计延误六个小时。嗯，沾上国字都是爹，@中国国际航空 很棒棒啦，给了个泡面一个水，没脾气。说什么天气原因飞了一半飞回去了，我看明明就可以降啊，人家其他公司的飞机都哇哇起飞降落的呢，咋你国航这么尿性呢！我大呼和招不开你咋的
@国航小秘书 呼和浩特·呼和浩特白塔国际机场 ",05-17,雪泥鸿爪,回复@别叫我大Shu:
 ,05-17,别叫我大Shu,""","
 ,05-16,雪泥鸿爪,回复@还有梦想和远方A:点背了
 ,05-16,雪泥鸿爪,回复@小吃货俱乐部9:六个半小时
 ,05-16,还有梦想和远方A,哈哈哈
 ,05-16,小吃货俱乐部9,算了，我放弃国航了，这一延误延误六个小时，可怕
 ,05-16,雪泥鸿爪,回复@国航小秘书:图片评论
 ,05-16,国航小秘书,您好，很抱歉给您带来的不便，烦请将您的航班号和日期，或者您999的客票号已私信的方式发给我们，小秘书帮您查询下航班情况哦。
#母亲节#妈妈很忙，但对你永远有空，飞过几个时区，飞跃几千公里，无论你在何时，无论你在何地，妈妈的牵挂总是如影随形！很忙很忙的你，不如暂时放下工作，打个飞的去看她！最美的祝福给最美的妈妈，关注@中国国际航空，转发评论此条微博，分享你的祝福，就有机会获得国航提供的大礼包一份！（抽三位）,05-28,小妮max121,回复@中国国际航空:我问了，那边没有。是你们那个机上一个空姐帮我把包放进座位底下的，你问下她们。昨天的CA920，让她们看看是不是还在飞机上。他塞座位底下，要蹲下去才能看到
 ,05-28,中国国际航空,回复@小妮max121:亲，您可以联系上海当地机场的失物招领部门咨询。一般情况下，如果是机上工作人员捡到，都会统一交到目的地机场的失物招领部门以便旅客认领的~
 ,05-28,小妮max121,你好，昨晚CA920航班，东京成田飞上海浦东，我的座位是43D，我的包放座位底下忘记拿了，里面有身份证、银行卡、手机。请帮助查找，非常着急！谢谢！
 ,05-27,红酒女神201605,我的东西丢国航飞机上为什么处理不了
 ,05-24,提饭盒的忍者,加油！！
 ,05-23,RADAR_Contact,国航呀。父亲节都快来了你还不抽奖呢
 ,05-21,传说中的平面设计,回复@帽儿的马甲:这个地方投诉有啥用，下次隔夜的航班还是不要直挂了
 ,05-21,帽儿的马甲,我可以来这里投诉下国航吗 太不靠谱 直挂美国的行李弄丢了不说 找着了不及时送 周末不上班 17号掉的行李 最快据说22号才能送到 有人管这事吗
 ,05-20,暖暖的夏语,麻麻
 ,05-20,肛肛201804,麻麻
 ,05-13,易若芽Yvo,妈妈辛苦了
 ,05-13,九月Simple,大部分人都是因为工作太忙没时间陪父母，他们最大的心愿是我们能在外面平安幸福，然后就想多见见我们，我们也不能因为工作太忙忘记父母，多抽空回家陪陪他们多打个电话给父母甚至陪他们去旅行 祝所有妈妈们平安喜乐
 ,05-13,樱桃大丸子611,世上只有妈妈好
 ,05-13,一只七仙女呀,妈妈最幸福的时候就是感觉到子女需要自己的时候。每天起最早做好早餐叫我们起床，每到天冷都会打电话问有没有多穿衣服被子暖不暖，现在长大了还是会为我们操心。很感谢妈妈为我们做的一切，时光慢些吧求求不要让她在变老了，妈妈希望你永远能轻易地感到幸福妈妈我爱你@中国国际航空
 ,05-13,DSC-E09,"人会累,钱会没,名利转眼会消退。可是母亲,为我们付出永不后悔,为我们劳累不倒苦水。人类一切美好的东西都来自太阳之光。没有太阳 , 花儿就不能开放 ; 没有爱情 , 就没有幸福 ; 没有母亲 , 就没有我们。母亲节到了，也祝愿天底下所有母亲节日快乐，身体健康！ @中国国际航空 #母亲节#"
 ,05-13,Ice泡面儿,#母亲节# 我的成长是刻在你额头上的横杠;我的放纵是刻在你眉心的竖杠;我的欢乐是刻在你眼角的鱼尾。妈妈您辛苦了！谢谢您给予我的一切！谢谢您，我的母亲，我爱您！@中国国际航空
 ,05-13,幸福像花儿一样angelia,"记忆里妈妈是坚强的女人,但您却我流过3次泪:我上大学离家与您告别时,我知道那是不舍的眼泪;我婚礼那天,我知道那是开心的眼泪; 我生宝宝那天,与您相拥同落泪,我知道那是激动的眼泪!当了妈妈我才深深体会母爱有多珍贵,妈妈我永远爱您！祝您母亲节快乐"
 ,05-13,是一只花鹿踩到我的额上,今天会送出两束花花和两个很好看的花瓶喔她们终于可以换头像啦~母亲节快乐♀（想要大礼包为了抽奖都特别关注贵航啦~
 ,05-13,吃与远方-,“少吃点那些麻辣烫. 多吃蔬菜， 多穿点， 不然老了以后遭罪是你自己！ 现在年轻不觉得什么 ！照顾好自己 ，家里不用你担心，自己在外面想吃什么自己买点！ 吃饭没有？ 要按吃饭呀 ！”妈妈我也想你了 母亲节快乐
 ,05-20,约定的小妖,妈妈
 ,05-19,晓云青,我感觉关注你的都是自己人吧
 ,05-17,狸花女神,妈妈一生挚爱～
 ,05-17,纸老唬,妈妈永远不老！
 ,05-16,叶丶涩,希望你们能改善一下航空飞行质量，南宁机场的国航滞留旅客18个小时，不管？一直拖？
 ,05-16,若水天地国际范,祝全天下的妈妈们健康平安。
 ,05-15,要方便面,希望妈妈身体健康
 ,05-15,远方与吃,“少吃点那些麻辣烫. 多吃蔬菜， 多穿点， 不然老了以后遭罪是你自己！ 现在年轻不觉得什么 ！照顾好自己 ，家里不用你担心，自己在外面想吃什么自己买点！ 吃饭没有？ 要按吃饭呀 ！”妈妈我也想你了 母亲节快乐
 ,05-15,小豆子一颗,转发微博
 ,05-15,周黎旻,节日快乐
 ,05-15,猜猜叉,祝福母亲身体健康，万事如意
 ,05-15,闷墩装酷,祝福母亲身体健康，万事如意
 ,05-15,鹏小小小小小帅,祝全天下的妈妈们健康平安，幸福快乐！
 ,05-15,萧十一郎的mo卡,儿行千里母担忧，祝福我们的母亲身体健康，万事如意
 ,05-15,灯盏无油,转发微博
 ,05-15,牛牛牛牛6168,最美的祝福给最美的妈妈
 ,05-15,多眼皮的小怪物,健康美丽
 ,05-15,cauc青春不散场,身体康健
 ,05-15,Jimmy翔翔,健康是最大的心愿！
 ,05-15,荆海一,开心快乐
 ,05-15,himoira,辛苦
 ,05-15,交付同等美好,辛苦
 ,05-15,看_快看__大灰机,辛苦
 ,05-15,曹灰机_,厉害
 ,05-15,曹灰机_,辛苦
 ,05-14,何辉107622,回复@朱媛圆滚滚:你真美
 ,05-14,高山流云的寂寞,祝母亲幸福安康！@快乐8小飞天
 ,05-14,巴西最好球迷,祝母亲幸福安康！@快乐8小飞天
 ,05-14,巴西球迷迷糊糊,母亲健康平安！@快乐8小飞天
 ,05-14,我好你好大家好小怪兽,母亲节快乐！@快乐8小飞天
 ,05-14,萌萌哒8萌萌哒,祝妈妈身体健康！@快乐8小飞天
 ,05-14,快乐8小飞天,母亲节快乐@巴西最好球迷
 ,05-14,陈隆虎,节日快乐
 ,05-14,巴西最好球迷,母亲节快乐@巴西球迷迷糊糊
 ,05-14,超级眼镜蛇18,#母亲节#最美的祝福给最美的妈妈
 ,05-14,Happy禅岛,妈妈就在身边，所以很幸福。带妈妈坐国航出去旅个游！
 ,05-14,上岸君,妈妈节日快乐
 ,05-14,小兔子爱吃菜人人爱,想对妈妈说一声您辛苦了很感激妈妈一直都相信我，无论我做出什么选择都支持我、鼓励我。妈，母亲节快乐，别太想我啦，我会继续加油的，你也要注意身体哦@我这个折磨人的小妖精 @暗夜精灵慕容 @萌萌的吃货妞
 ,05-14,飞的更高19960606,节日快乐
 ,05-14,易若芽Yvo,转发微博
 ,05-14,_萌萌萌Fredy,转发微博
 ,05-14,萌萌哒8萌萌哒,最美妈妈！
 ,05-14,国际足联也腐败,母亲节快乐@巴西最好球迷
 ,05-14,粉粑粑兔像只蜗牛爬爬爬,妈妈永远年轻
 ,05-14,婧善婧美的大婧子,把最真最深的祝福送给最爱我的妈妈，祝妈妈永远美丽，永远健康，你在我心中永远排第一。并列第一！妈妈，我爱你！
 ,05-14,彩色行流,听妈妈的话
 ,05-14,小小鸟百年孤独666,听妈妈的话
 ,05-14,河西桥头,陪伴
 ,05-14,淮畔徙辽客,……
 ,05-14,辽足十连冠,母亲节日快乐！
 ,05-14,CA_Lewis_Lee,母亲节快乐
 ,05-14,伟大的皇家马德里1990,健康是福！
 ,05-13,粉粑粑兔像只蜗牛爬爬爬,回复@粉粑粑兔像只蜗牛爬爬爬:全天下的…
 ,05-13,蓝莓朵朵123,长大了才知道妈妈说她不喜欢吃肉，不喜欢新衣服都是妈妈的谎言。母亲节，祝福天下妈妈健康快乐长寿！
 ,05-13,一文不值呀,要工作了，一定不让您操心
 ,05-13,樱桃大丸子611,世上只有妈妈好
 ,05-13,洛才王5701584713,妈妈，你在身边 对我而言 就是最美的存在
 ,05-13,悟空_S,妈妈，你！
 ,05-13,思我不范儿,我对国航的喜爱，无以言表。 --国航白金卡会员
 ,05-13,金陵腹二代,妈妈我爱您！您辛苦了！你养我长大，我陪你到老！
 ,05-13,我家就在新门外,大爱无疆
 ,05-13,星空中的泪光,妈妈，您辛苦了！知道您为我们操碎了心，感谢您对我们无微不至的关爱，我们会自己照顾好自己，请您放心，也请您多注意身体，千万保重！爱你！
 ,05-13,婧善婧美的大婧子,最深的情送给最爱的她，妈妈，母亲节快乐！
 ,05-13,罗海林89690,母亲节快乐
 ,05-13,想飞的桉树君,工资不在多少，健康最好
 ,05-13,卷灰灰-Eva,妈妈们节日快乐
 ,05-13,雨亭Luke,永远美美的
 ,05-13,蓉湖可人,节日快乐哦
 ,05-13,这只蚊子在笑,中国国际航空，让妈妈的味道触手可及
 ,05-13,九月Simple,大部分人都是因为工作太忙没时间陪父母，他们最大的心愿是我们能在外面平安幸福，然后就想多见见我们，我们也不能因为工作太忙忘记父母，多抽空回家陪陪他们多打个电话给父母甚至陪他们去旅行 祝所有妈妈们平安喜乐
 ,05-13,冰点小酱,妈妈你最美
 ,05-13,初春o丶,转发微博
 ,05-13,龍辰,节日快乐
 ,05-13,CAVALIERFLY,祝妈妈健康快乐
 ,05-13,陳小雨CHN,母亲节快乐
 ,05-13,烟_草的味_道,节日快乐
 ,05-13,他和她的星星,上玄又月。
 ,05-13,他和她的星星,花花。
 ,05-13,他和她的星星,我想要带你去看浪漫的土耳其。@i若词
 ,05-13,我是个190斤的瘦子,感谢妈妈
 ,05-13,林某某不在,祝福！
 ,05-13,沪上乡下人,母亲是世界上最爱我的人，母爱是世界上最无私的情，遥祝母亲节日快乐！
 ,05-13,一只七仙女呀,妈妈最幸福的时候就是感觉到子女需要自己的时候。每天起最早做好早餐叫我们起床，每到天冷都会打电话问有没有多穿衣服被子暖不暖，现在长大了还是会为我们操心。很感谢妈妈为我们做的一切，时光慢些吧求求不要让她在变老了，妈妈希望你永远能轻易地感到幸福妈妈我爱你@中国国际航空
 ,05-13,笨拙演绎者,母亲是给予我们生命的人，也是我一生中不可或缺的人，更是值得崇敬的人。正如《宝莲灯》片尾曲《我的全部》中唱到的那样：她已经把我当成了她生命的全部，我永远都无法向她还清这笔感情的巨债，我不由得来赞美和感谢她！值此特别的日子之际，唯愿母亲健康平安幸福！@中国国际航空
 ,05-13,Cleqing,转发微博
 ,05-13,七块钱LS,祝妈妈永远健康美丽
 ,05-13,上杭刘文明,妈妈，您辛苦了!祝您永远年轻，身体健康!
 ,05-13,七级f疯eng,回复@粉粑粑兔像只蜗牛爬爬爬:妈妈，，，们
 ,05-13,RADAR_Contact,母亲节快乐哦
 ,05-13,老汉儿__,最希望身体健康
"晚点


@中国国际航空  @国航小秘书  @凤凰知音  接我一人派这么大车，不经济

 北京·首都机场T3航站楼 ",04-23,HXC雪chen,说明你重要呀
 ,04-22,山水十八字,知道您行李多
 ,04-22,国航小秘书,""","
被这个饮料瓶口给吓到了…现在这种休息室免费饮料也太应付了吧@国航小秘书 @中国国际航空 北京·首都机场T3国航国际头等舱休息室 ,04-20,国航小秘书,您好， 非常抱歉给您带来的不佳感受，我们会不断提高完善我们的服务，给旅客带来更好的出行体验。给您带来的不便，再次给您致以深深的歉意，还请您多多谅解。
父母乘坐国航来美国旧金山，行李丢失，只给留邮件地址也无人回复，所有联系电话都打不通，行李里有救心丸和降压药等与性命相关的药品，急死人了！！！！！！！@中国国际航空 ,05-10,属鱼王同学,回复@Pooooo妹:最后找到了吗  我也是两件行李今晚刚到上海  都不见了  说是只找到一件在北京……好慌
 ,04-26,花影信步,回复@Pooooo妹:我们三个人三件行李，他一件也没运过来。只不过是改签而已，他就能把我行李都给改没了，我真是服了，不想干就别干了，简直是祸害人。
 ,04-26,花影信步,我的行李也是，改签了后告诉我会一起过来，结果到了目的地国家根本没有！我们三个人三件行李一件都没有，现在只好申报，也不知道结果会怎么样，真见识了国航的服务。
 ,04-26,Pooooo妹,福州转北京到马德里 行李丢失 都好几天了到现在都没找到 也不知道丢在哪 打电话给客服也然并卵 里面都是袋装海鲜  都要烂了 @国航小秘书
 ,04-26,Pooooo妹,看来国航丢失行李已不是什么稀事 微博一搜一大把 
 ,04-17,国航小秘书,"您好，很抱歉给您带来不佳的感受，如您抵达目的地机场,行李仍未到达。小秘书建议您尽快联系目的地机场的行李查询部门进行备案；如果您已经备案还请您耐心等待，如需了解行李查询进展，您可以致电国航95583-1-6不正常行李服务部门咨询，给您带来不便，还请谅解。"
 ,04-17,恐龙-旅行,@国航小秘书
 ,04-17,动感百货公司走失儿童中心,你得艾特 国航小秘书，艾特这个没用的
 ,04-17,大连马会管子,@中国国际航空  长点心吧啊，大公司是就应该有个大公司的态度
 ,04-17,你的英雄,国航就是个垃圾#国航丢行李#
国航你们真的牛逼，天气明显不能飞了，南航都早早取消安排住宿了，你们也不飞也不取消，也不安排住宿，逼着所有人熬通宵，国航口碑果然不是虚的@中国国际航空  @国航团购网  @国航小秘书 深圳·深圳宝安国际机场 ,04-15,KENNAN_,回复@Hoya-jerry:可以的
 ,04-14,Hoya-jerry,你们别假惺惺的回复然后私信给你你不解决问题，你们现场的人都直接说不给安排住宿是因为要花钱！别的公司因为天气取消都能妥善安排，你们国航真的牛逼@国航小秘书  \/\/@国航小秘书:您好，很抱歉给您带来的不佳感受，请问您是否方便在私信里提供下您的票号呢。
 ,04-14,国航小秘书,您好，很抱歉给您带来的不佳感受，请问您是否方便在私信里提供下您的票号呢。
飞了12年的飞机也不退役座椅好像火车一样，比高铁差远了重点是国航的空姐态度差到极致凶的要死差劲十分不爽@国航小秘书 @中国国际航空 成都·成都双流国际机场 ,04-11,DSC-E09,您好，飞机一般保养的好是可以用到20多年的哈
 ,04-10,国航小秘书,回复@24岁的洋仔:
 ,04-10,24岁的洋仔,回复@国航小秘书:算了，不添堵了。
 ,04-10,国航小秘书,您好，很抱歉给您带来的不便，还请您先消消气。若您对空姐的服务态度不满意，能否方便将大概内容、客票号码、联系人姓名及联系电话以私信的形式发给我们，以便小秘书协助您反馈相关负责部门核实。
@国航小秘书 @中国国际航空 不要总是一句特别不值钱的且并不抱歉的“抱歉的通知”告知，一架，延误（这个是没办法）但是还由于塔台错误指挥开错停机位，要等拖车把飞机拖到指定位置，耽误至少1h时间，坐了N次飞机几乎每次都远机位，让大家下车摆渡车没来？以后请把到达时间改为乘客到达出口时间才好吧？非常愤怒！,04-02,国航小秘书,您好，很抱歉给您带来的不佳乘机感受，还请您以私信的方式提供一下999开头的客票号，以便小秘书为您详细查询一下。
每次给国航打电话没有下过十分钟的，我买了张北京到札幌的套票，app提示今年11月9号到期、打电话订票说我16号已经过期了，投诉也只说是系统问题，你们系统的问题为什么要消费者买单？！？！@国航小秘书 @中国国际航空 北京·东坝 ,2017-09-30,国航小秘书,您好，非常抱歉给您带来不便，请您私信提供一下联系人姓名和手机号码，小秘书为您查询一下哦。
