LZ,time,user_name,response
 ,2017-02-16,柳丁分我一半,captain Hu?
 ,2017-02-16,梅长苏的第一小贴心,西装革履，大步流星，胡机长好帅
 ,2017-02-16,nana痴汉博,#胡歌# 带我飞
 ,2017-03-06,shelley99408,CD的东航！！！3月3日我乘坐飞机FM9519从上海到温州，行李拿上飞机后，空姐说我那是紧急出口不能放行李，她帮我放。到了温州才知道行李没有随机过来。3月4日下午3:45，司机把行李送到，我开箱检查发现少了2条全新斯华洛斯奇项链和一对耳钉，真是无法无天，以这种卑劣的手段盗取客户物品！可耻！可恨！
 ,2017-03-06,shelley99408,东航小偷！带上飞机的行李交给空姐放，不随机，隔天才送过来，偷走我项链和耳钉！必须给个说法！
 ,2017-03-06,shelley99408,东航小偷！带上飞机的行李交给空姐放，不随机，隔天才送过来，偷走我项链和耳钉！必须给个说法！@东方航空
 ,2017-03-03,浩淼miao,检查飞机不穿反光背心 违反了停机坪管理规定昂哈哈哈哈
 ,2017-03-02,浮生若梦日日闲,期待机长胡歌！\/\/@sophylqy：#胡歌# 终于等到胡机长现身啦求胡老师以后拍部制服戏
 ,2017-03-02,木景尘love5,胡歌机长
 ,2017-03-02,CONCEAL_Uself,以后飞机首选东航
 ,2017-03-02,奴兮儿二,看不够
 ,2017-02-26,章子De丁丁,只想问飞机延误了3小时、到底什么时候能走、连个大概时间都没有
 ,2017-02-26,你好哇可乐派,上天入地喜欢你
 ,2017-02-26,北方的狼-郭靖,一点不专业，下机巡查没有穿反光背心。还有这个没有企业文化，把波音给中国的1000架孔雀都抹白了，连1000的logo都不留下！
 ,2017-02-26,用户5911771548,啥时候放大片？等的太久了。
 ,2017-02-26,猫咪Deeya,搞这些，波音交付中国的第一千架飞机上的有纪念意义的logo都被你弄没了，由此可见这是一个多么不尊重企业文化的企业，东航，对你太失望
 ,2017-02-26,hugh_MIAO,这个机长好帅
 ,2017-02-25,西西西阿,回复@_xxlxx_:我的天
 ,2017-02-24,城市柠檬,小编很用心，文案很走心，东航很上心……机长很魅惑，制服很诱惑……
 ,2017-02-24,kalaxxx,想问一下，现在飞日本的航班，行李托运尺寸最大多少呢？只能托运一件还是托运两件 ？
 ,2017-02-24,我不是喜乐,"你好，今天我搭乘了东方航空MU2325,然后下飞机之后托运的行李丢了，去机场派出所也看了监控，确定我的行李压根没有从行李转盘出来，也导致了我随后的天津航空延误了，可是东航没有赔付的意思，求解决"
 ,2017-02-24,别话多zz,帅哭
 ,2017-02-24,LE990哥欠,最帅机长┈┈胡歌#胡歌#
 ,2017-02-23,旺德福小钻钻,@Where味儿 哈哈哈哈哈
 ,2017-02-23,iYankee_,我要做你的FO@胡歌
 ,2017-02-23,fzqhs,#当胡歌遇上东航##胡歌#
 ,2017-02-23,CHL三江源保护区,@岳麓山下的小二郞
 ,2017-02-23,蓝家小妖胡猫猫,#胡歌# 胡机长带着我们冲上云霄吧
 ,2017-02-23,Colossus-阿蕾,@_mala_ 准备舔屏
 ,2017-02-23,吕小锐锐锐,帅炸了
 ,2017-02-23,心之所至920,#胡歌2017新的征程#
 ,2017-02-23,心之所至920,#胡歌灵动百变#
 ,2017-02-23,心之所至920,#最美好的胡歌#
 ,2017-02-23,Y温润如玉Y,胡椒专机！
 ,2017-02-23,Y温润如玉Y,跟着胡机长飞。。。
 ,2017-02-23,i古月潇湘,#胡歌#制服诱惑是所有诱惑里最煞有其事的
 ,2017-02-23,客观的唯心主义者,精致又有气度
 ,2017-02-23,古月Panda,#胡歌#
 ,2017-02-23,一寸光阴一寸金2012,表白胡歌
 ,2017-02-23,么凹喵猫,#胡歌#
 ,2017-02-23,尽海与罗塔塔,申请挂在胡机长的腿上 
 ,2017-02-23,88又长久,回复@夜猫咪是大咪:我最喜欢的演员
 ,2017-02-23,二胡李子,""","
 ,2017-02-23,月光樱梦,帅啊#胡歌#
 ,2017-02-23,红红qch,#胡歌# #当胡歌遇上东航# 已被小胡机长帅晕，无法登机
 ,2017-02-23,超级农农和她的胡歌歌,啊啊啊啊#胡歌#
 ,2017-02-22,司奇的窝点,东航快说，我男神好嘛去了？昨天第一次坐东航呦！
 ,2017-02-22,掉队的藏羚羊Rebecca,胡歌歌#当胡歌遇上东航#
 ,2017-02-22,爱犬的元气少女,回复@爱犬的元气少女:借楼
 ,2017-02-22,爱犬的元气少女,我想接楼找一个人，是在东航看到的空少，大家可以顶我上去吗
 ,2017-02-22,古月huhu2016,厉害了我的歌，厉害了大东航！
 ,2017-02-22,持续发胡,#当胡歌遇上东航# 胡机长 你开的飞机我敢坐#胡歌#
 ,2017-02-22,venus208,@胡歌 #胡歌# 
 ,2017-02-22,-YIFeIA-,制服胡和机长胡在春天有个约会#胡歌#
 ,2017-02-22,Cc曹小样cC,#胡歌#  我喜欢的人真帅@胡歌 
 ,2017-02-22,布拉格的胡生,""","
 ,2017-02-22,龙飘飘HOU,人生在世 应无所住 如果年轻追着风走 如果相信跟着爱走 如果可以随着心走 如果留恋带着梦走 如果没有如果 也不该停留
 ,2017-02-22,北冥-有大鱼,#胡歌# 胡机长！
 ,2017-02-22,苦瓜阿姨_,帅出天际
 ,2017-02-22,热情叶纸只-想每天都快乐,机长胡。
 ,2017-02-22,歌胡,好帅啊
 ,2017-02-22,莫名粉胡乱唱歌,大家快关注“共青团中央”公众号，给向上向善的胡机长投票啊
 ,2017-02-22,二二二捷,约会#当胡歌遇上东航##胡歌#
 ,2017-02-22,日照香炉生紫烟_2008,回复@sophylqy:好期待啊
 ,2017-02-22,jun_ko酱,太犯规了，快上视频
 ,2017-02-22,胡思乱想君-华,@小乐没心没肺
 ,2017-02-22,逍遥小芍药,帅
 ,2017-02-22,草原上的蒲公英ly,好腻害的样子
 ,2017-02-22,-啊ha,#胡歌# #当胡歌遇上东航# 么么哒
 ,2017-02-22,无言的-言,想和胡机长一起上天
 ,2017-02-22,无言的-言,片子呢？！
 ,2017-02-22,z不知道叫什么名字,真是个让人有安全感的航空公司以后首选
 ,2017-02-22,-yoghurt1998,血槽已空#胡歌##当胡歌遇上东航#
 ,2017-02-22,洢彣,#当胡歌遇上东航# 日出出何方 相約青天翼 夕陽已西沉  不见玉人至 東方飞西方都 landing了胡機長的大片呢！？@东方航空 還飞嗎？
 ,2017-02-22,-啊ha,#胡歌# 大长腿机场胡@胡歌
 ,2017-02-22,yymmamjj,#当胡歌遇上东航#好帅的机长
 ,2017-02-22,路鳥的天空,超期待！#胡歌#
 ,2017-02-22,不二文歌,好帅好帅
 ,2017-02-22,古月云歌,#胡歌# 大片呢
 ,2017-02-22,Rosest_,#胡歌#
 ,2017-02-22,守住心中的绿,希望我去坐的那天能够约上一面
 ,2017-02-22,飞天扫帚小南瓜,#胡歌# 
 ,2017-02-22,s腰_,@Jellycat兔
 ,2017-02-22,月儿苍苍,哎哟，好帅的我胡#胡歌#
 ,2017-02-22,树下人不见,什么时候啊，期待ing
 ,2017-02-22,十二月31,#胡歌# 以后就选东航了，每次坐能不能送点老胡照片什么哒
 ,2017-02-22,银杏946,3.6.7   已醉   #胡歌#     \/\/@胡歌贴吧官方微博: #胡歌# 机长胡，我们明天见\/\/@东方航空:#当胡歌遇上东航# 制服胡和东航的故事，即将开始
 ,2017-02-22,阿呜1717,撩了几天了，你倒是放大招啊，不是说今天吗？今天吗？今天吗？
 ,2017-02-22,LiuS美_Pepper,#胡歌##当胡歌遇上东航#老大的制服好好看呀！
 ,2017-02-22,LiuS美_Pepper,#当胡歌遇上东航##胡歌#老大这一身制服又撩了多少人呀！！！
 ,2017-02-22,爱吃螃蟹爱吃虾,胡歌胡歌胡歌……我在学校呢借同学手机上网，快告诉我发生了什么，老大去东航做什么呀？是拍什么节目吗？
 ,2017-02-22,Xiao松鼠,胡机长超帅的
 ,2017-02-22,CC小怪,word歌 
 ,2017-02-22,陆一弥,""","
 ,2017-02-22,西瓜球係猪小妹,前有captain cool 后有captain hu ohmygad 可咋好 小心脏噗噗的
 ,2017-02-22,Memory小孩,@豚恋宝宝 看我胡歌
 ,2017-02-22,温温温-滴滴,@Snow丶Bai 你歌
 ,2017-02-22,小脸猫不爱吃鱼xy,我的天！！！
 ,2017-02-22,想想去印度_207,#当胡歌遇上东航#我们争正翘首以待了
 ,2017-02-22,优秀不发财天理难容,#当胡歌遇上东航# #胡歌# @胡歌
 ,2017-02-22,loverob,@胡歌 #胡歌#
 ,2017-02-22,思念已成烟被吹散H,帅到没朋友
 ,2017-02-22,安聪明_不够聪明,#当胡歌遇上东航# 我要抱紧东航大腿了 跟着胡机长一起飞
 ,2017-02-22,古月与猫,要成片 要机长
 ,2017-02-22,杜昌瑶,几点发
 ,2017-02-22,夏木-summer,好帅的机长
 ,2017-02-22,暗灯号,#当胡歌遇上东航# 
 ,2017-02-22,饼干小盅,#胡歌# #当胡歌遇上东航#
 ,2017-02-22,吴生若梦,啥时候吖？咋还不来
 ,2017-02-22,Baby-ning宁,期待帅帅的胡机长，机长带我飞
 ,2017-02-22,Crystal_鱼,今天能与胡机长见面吗
 ,2017-02-22,夏天里吃番茄,转发微博
 ,2017-02-22,Sharonhaosr,西安T3航站楼K21的柜姐 服务态度太差了 感觉跟别人欠她钱一样 心情不好也不能这么做事吧 一天的好心情都在机场破坏了 就此东航一定是出行的末选了再见
 ,2017-02-22,罅隙与有荣焉,早点开工
 ,2017-02-22,水天沉碧,#胡歌# #当胡歌遇上东航# 优秀的素质加上高颜值，成就一位出色的代言人
 ,2017-02-22,bemorechill,#胡歌# 胡机长
 ,2017-02-22,我却有梦的天真,以后坐东航 #胡歌#
 ,2017-02-22,请叫我czy小中医,约毛的会，东方航空就是个坑货，重庆江北机场就是拿老百姓的钱，坑老百姓。东方航空服务差，应急预案也没有，2017\/2\/21重庆江北机场2866次重庆飞旺北京航班多次延误，半夜把一百多名旅客赶下飞机，在机场不管不顾，有不开空调也没有人解决问题。
 ,2017-02-22,徐天的丹丹呀,卧槽卧槽卧槽卧槽虎克机长啊啊啊啊啊啊啊啊啊
 ,2017-02-22,88又长久,回复@歌倾泠:我歌简直制服诱惑啊
 ,2017-02-22,詹姆斯不夺冠天理难容,厉害了我的歌 厉害了我的大东航
 ,2017-02-22,yoko是安琪,太赞了！！！
 ,2017-02-22,古月墨920,#胡歌# #当胡歌遇上东航# 期待制服胡
 ,2017-02-22,微笑与歌,胡机长来了。默默问一句，机长招助理吗#胡歌#
 ,2017-02-22,杨二猫猫,#胡歌# #当胡歌遇上东航# 所以可以天天见机长胡了@胡歌
 ,2017-02-22,callingbz,支持
 ,2017-02-22,红qch6804,#胡歌##当胡歌遇上东航# 万分期待胡机长
 ,2017-02-22,红qch6804,#胡歌# #当胡歌遇上东航# 万分期待
 ,2017-02-22,40度上海,期待
 ,2017-02-22,最具咯摸摸天空,胡歌胡歌
 ,2017-02-22,最具咯摸摸天空,胡歌
 ,2017-02-22,爱歌似梦,最帅机长非胡歌莫属
 ,2017-02-22,清风竹影一点红,机长胡歌！就在今天#胡歌# #当胡歌遇上东航#
 ,2017-02-22,粉红酒酿,#当胡歌遇上东航# 机长们太帅了
 ,2017-02-22,吕小锐锐锐,卧槽好帅
 ,2017-02-21,相思成溢,好帅，好想你
 ,2017-02-21,慕容子忻,tomorrow
 ,2017-02-21,TifYiir,回复@风陵渡笑生:为什么 我们一直在争宠
 ,2017-02-21,甜心恋歌如梦,终于等到了？
 ,2017-02-21,风陵渡笑生,回复@TifYiir:只是爱过
 ,2017-02-21,TifYiir,回复@风陵渡笑生:他心里是我
 ,2017-02-21,风陵渡笑生,@TifYiir 我和我胡就是这么隐于市的
 ,2017-02-21,歌倾泠,#胡歌#  机长带我飞！ 帅爆啦！
 ,2017-02-21,美颜盛世串串的嘉敏,#胡歌# #胡歌猎场# 期待制服歌与东航机长的密切联系
 ,2017-02-21,美颜盛世串串的嘉敏,#胡歌猎场# #胡歌# 终于有高清的了
 ,2017-02-21,浮生若梦日日闲,期待机长胡歌！\/\/@sophylqy：#胡歌# 终于等到胡机长现身啦求胡老师以后拍部制服戏
 ,2017-02-21,歌宝颖宝,#胡歌# 
 ,2017-02-21,布拉格的胡生,#胡歌#明天又是新的一天
 ,2017-02-21,叮叮当ing,期待胡机长
 ,2017-02-21,朱-钰秦,胡机长#胡歌#
 ,2017-02-21,航公母舰,给他的机长干干不错
 ,2017-02-21,山耗子的微世界,HUGE\/\/@ou阳山耗子: 真的吗 太好了 终于要出正片了\/\/@古月哥欠-胡歌官网:#胡歌# 明天见噢\/\/@东方航空：期待吗？明天见
 ,2017-02-21,和囹,
 ,2017-02-21,路过微博的社会大哥大,不怕特写的五官，精湛的演技，称职的演员，这次还出来个帅气逼人的机长胡，完美的胡歌@胡歌 网页链接
 ,2017-02-21,春天最初是闻到的,#当胡歌遇上东航#
 ,2017-02-21,pchen2013,胡歌歌的选择我们来跟随，以后就选大东航了
 ,2017-02-21,天藍色小透明,好让真的机长胡
 ,2017-02-21,不一样的烟火wen,机长胡歌
 ,2017-02-21,不一样的烟火wen,机长胡歌
 ,2017-02-21,J梦茹啊,#胡歌#
 ,2017-02-21,路过微博的社会大哥大,@胡歌
 ,2017-02-21,燕麦的麦片,胡机长#胡歌##当胡歌遇上东航#
 ,2017-02-21,胡椒新闻播报,#胡歌# #当胡歌遇上东航# 新话题带起来 关注起来 坐等明天的制服胡\/\/@胡歌贴吧官方微博: #胡歌# 机长胡，我们明天见\/\/@东方航空:#当胡歌遇上东航# 制服胡和东航的故事，即将开始
 ,2017-02-21,天空已蓝hugh,竟然错过了这个信息，好期待
 ,2017-02-21,只是一道点心,#胡歌# 期待
 ,2017-02-21,5爷five,把我老公送回来
 ,2017-02-21,NYDKYD,终于等到你，胡机长！
 ,2017-02-21,_此号已废_取关随意_,天惹，老胡还是帅的。@有事儿没事儿看看胡歌
 ,2017-02-21,歌歌在飞,二月初去上海，就是因为胡歌乘搭了東航，以前去国內我都首選 港x 的。東航的服務很好，午餐也很丰富。
 ,2017-02-21,JaydenHandsone,卧槽卧槽卧槽，我可能要弯了，千万别给我老婆看到，啊！！！！
 ,2017-02-21,亭_Huge_胡歌,#胡歌# 
 ,2017-02-21,古月胡椒小笨,#胡歌#明天期待我们的胡机长！
 ,2017-02-21,加加JK,我胡太帅了#胡歌#
 ,2017-02-21,环游Cathy,太帅了#胡歌#
 ,2017-02-21,萧平旌小虎牙,我胡越来越气质#胡歌#
 ,2017-02-21,南歌晚,终于等到你
 ,2017-02-21,木子歌卿,""","
 ,2017-02-21,张婉仪,机长
 ,2017-02-21,木子歌卿,胡机长现身！！！
 ,2017-02-21,喵星人打秋千,回复@刮目相衎:
 ,2017-02-21,风过群山hg,#胡歌#  希望有一天在@东方航空 的飞机上能遇见@胡歌 
 ,2017-02-21,龙飘飘HOU,#胡歌# 终于等到胡机长现身啦求胡老师以后拍部制服戏
 ,2017-02-21,RuissLi,啊啊啊啊啊啊啊机长你真帅#当胡歌遇上东航#
 ,2017-02-21,彼岸飞燕99,胡机长，我们准备好了!
 ,2017-02-21,歌羽兴,表白我胡
 ,2017-02-21,掀屋顶的女贼,#胡歌# 我大胡胡\/\/@胡歌贴吧官方微博: #胡歌# 机长胡，我们明天见\/\/@东方航空:#当胡歌遇上东航# 制服胡和东航的故事，即将开始
 ,2017-02-21,小太子潇,回复@翟周_:私你
 ,2017-02-21,-顾束-,#胡歌#@胡歌 这个机长颜值真高
 ,2017-02-21,春来不知晓hg,一起 冲上云霄
 ,2017-02-21,刮目相衎,@喵星人打秋千 
 ,2017-02-21,此情惟付天边玥,""","
 ,2017-02-21,翟周_,回复@就是潇潇呀1717:求原图
 ,2017-02-21,胡歌的小小粉丝_,机长胡
 ,2017-02-21,sean010,@Ponyoguo
 ,2017-02-21,饭饭宝贝爱你,机长胡
 ,2017-02-21,hugemimei,终于等到你
 ,2017-02-21,爱生活的大美眉,明天嘛
 ,2017-02-21,豫桐2012,胡歌机长的飞机会抢不到票的
 ,2017-02-21,Rosest_,#胡歌#制服歌
 ,2017-02-21,又见小胡子,回复@YOYO-1108:嗯 高铁好
 ,2017-02-21,欢歌笑语_果果,#胡歌# 穿啥都好看的胡机长
 ,2017-02-21,豫桐2012,胡机长
 ,2017-02-21,想睡胡歌,哇哇哇！
 ,2017-02-21,拔草种草菌,表白胡歌
 ,2017-02-21,aishangfeiniaodeyuer,拍部胡机长的大电影应该超级帅
 ,2017-02-21,这这这这这个是啥,呀呀呀呀呀 来啦 来啦
 ,2017-02-21,去马栏坡的四儿,#胡歌#帅小伙
 ,2017-02-21,那个逗比小朋友,机长胡 请允许我表白一下
 ,2017-02-21,每天都在等猎场,#胡歌# 制服歌
 ,2017-02-21,-Are-you-ok-,好帅
 ,2017-02-21,司奇的窝点,妈呀妈呀 什么情况？
 ,2017-02-21,兰儿1800,#胡歌# 期待
 ,2017-02-21,子弹上膛yuer,回复@东方航空:好好好
 ,2017-02-21,彼岸飞燕99,胡机长我们都准备好了。
 ,2017-02-21,Smile_Smile2,#当胡歌遇上东航#好激动
 ,2017-02-21,叶落无虞,#胡歌#  这个机长有点帅
 ,2017-02-21,七灰_Ashes,制服诱惑
 ,2017-02-21,欢歌笑语春暖花开,帅帅的胡机长，明天等你！
 ,2017-02-21,小白油菜,约会呢。。。
 ,2017-02-21,海鱼花陪,很苏
 ,2017-02-21,一池疏影,胡歌好帅啊，爱你呦小编
 ,2017-02-21,歌尽欢玺Hugh,明天见
 ,2017-02-21,等猎场的单身汪不发财天理难容,明天见
 ,2017-02-21,风中歌缘,#胡歌##当胡歌遇上东航#帅歌 明天见
 ,2017-02-21,胡喵喵家的蜜雪,要和胡机长完美邂逅\/\/@胡歌贴吧官方微博: #胡歌# 机长胡，我们明天见\/\/@东方航空:#当胡歌遇上东航# 制服胡和东航的故事，即将开始
 ,2017-02-21,ToMeForMe,表白男神#胡歌#
 ,2017-02-21,春夏秋天四季,期待机长胡！
 ,2017-02-21,涂涂TT咿呀,如果坐东航，机长是老胡
 ,2017-02-21,心心念_Hugo,机长胡
 ,2017-02-21,YOYO-1108,回复@又见小胡子:可惜！我现在出行基本不选乘灰机了。越坐高铁越怕坐灰机
 ,2017-02-21,颦颦蹙眉,胡机长冲上云霄
 ,2017-02-21,钱多多姐,快快快快快快快快快来
 ,2017-02-21,Angela·tsai,回复@旧物记古今缘:边儿去
 ,2017-02-21,岁月如歌-619,明儿见！ \/\/@胡歌贴吧官方微博:#胡歌# 机长胡，我们明天见\/\/@东方航空:#当胡歌遇上东航# 制服胡和东航的故事，即将开始
 ,2017-02-21,chxqd_四季如歌,#胡歌# 好期待啊
 ,2017-02-21,旧物记古今缘-英国vintage骨瓷,回复@Angelatsaiiiiii:会和我同一班机么
 ,2017-02-21,佑希公主的喵喵,#当胡歌遇上东航# 
 ,2017-02-21,歌尽欢玺Hugh,看到会动的老胡了！大家快去共青团中央给老胡投票吧
 ,2017-02-21,_-attendre-_,快放出来，等胡几张等了好久了
 ,2017-02-21,Miss___伍,#胡歌# 好期待@胡歌
 ,2017-02-21,唯_Hu,#胡歌# 嗷呜 胡机长带我飞 
 ,2017-02-21,又见小胡子,等了好久了。。。\/\/@上善若水2687: \/\/@笛里梅音:#胡歌# 胡机长是千呼万唤始出来啊，坐等\/\/@东方航空:#当胡歌遇上东航# 制服胡和东航的故事，即将开始
 ,2017-02-21,萌萌安1998,以后宝宝要坐东航的灰机！！！
 ,2017-02-21,历历佐佐西西,#胡歌# 这个粮等了很久了
 ,2017-02-21,望穿秋冬的小小苏,#胡歌#  我怎么才看到超级期待我们胡机长了
 ,2017-02-21,爱自黑的文小胖,wuli机长胡我想叛变去东航
 ,2017-02-21,木昔林昔,胡哥哥太帅了吧
 ,2017-02-21,晓北董,最近正好有时间好像偶遇我的男神@胡歌
 ,2017-02-21,胡椒-v-,#胡歌#
 ,2017-02-21,高自远1217,#胡歌# #东航#
 ,2017-02-21,omly5ll,#胡歌# #胡歌机长# 明天 约！
 ,2017-02-21,更好的人123,#胡歌#展翅高飞
 ,2017-02-21,更好的人123,期待
 ,2017-02-21,古月意盎然,#胡歌#期待机长胡
 ,2017-02-21,无奈是一首歌,#胡歌#明天见
 ,2017-02-21,古月情情,#胡歌# 男神胡机长，大长腿，好帅！
 ,2017-02-21,希望胡歌越来越好的马甲君,哟～～～
 ,2017-02-21,胡李峰歌,#胡歌#机长胡，帅炸
 ,2017-02-21,H小姐的小确幸,坐飞机认准东方航空。胡机长，能合影么#胡歌#
 ,2017-02-21,lucyandhuah,期待@东方航空:#当胡歌遇上东航# 制服胡和东航的故事，即将开始
 ,2017-02-21,冰柝梦,期待胡歌，这个机长有点帅！
 ,2017-02-21,古月木可Y,""","
 ,2017-02-21,转咕噜咕噜转,回复@就是潇潇呀1717:帅气了，我的歌
 ,2017-02-21,允在青天水在瓶,制服诱惑捏
 ,2017-02-21,江左盟-小萌,#胡歌# #当胡歌遇上东航# 期待胡机长
 ,2017-02-21,愿你是我的独家记忆,#胡歌# 期待胡机长
 ,2017-02-21,HG-1717,哇   机长胡   这真是要带粉丝飞啊#胡歌#
 ,2017-02-21,亚妮伪物语,#胡歌#  #胡歌机长制服#  。。。好激动。。。
 ,2017-02-21,生生不发财天理难容,""","
 ,2017-02-21,蓝色撒哈拉的大白,#胡歌##当胡歌遇上东航#
