LZ,time,user_name,response
 ,06-21,泰恩耶尔斯莱特,去武汉做过一次春秋，从此之后一生拉黑。春秋航空大概以为人类都不长小腿的，两排座位近的挤都挤不进，然后两个小时，卖袜子的，卖航模的，就差一女的推个小推车出来喊，啤酒饮料矿泉水了。
 ,06-21,手机控ponyxx,回复@3ds小郑:忍着吧，坚持一年不拉屎，我保证让你上cctv让你成金
 ,06-21,春风十里天辽阔,回复@叶神的小号存储器:再有其它问题都重要不过乘客的生命！机长对整架飞机的情况负责。没及时采取措施解决问题就是失职！人命第一
 ,06-21,白CICI,我也在这架飞机上，还带着个3岁不到的娃，当时内心是很奔溃的，20分钟的时间，儿子的衣服也湿透了，并且开始非常的烦躁，我也顾不上自己，就拿着餐单当扇子，不停的给小朋友扇，，期间问了空姐，在修理了吗，空姐回答我说，“不知道”···
 ,06-21,春风十里天辽阔,回复@兔兔猫熊:对！恶劣之处就是在于虐待乘客！对氧气敏感度强的乘客而言是有危险的。机组人员绝对是有责任的！专业能力和职业道德都有问题！
 ,06-21,春风十里天辽阔,回复@carolineseachen:可以找律师咨询一下！机组人员没有权力对乘客造成如此严重的生理和心理严重不适！这帮人太过自私！
 ,06-21,春风十里天辽阔,回复@加油哒姑娘:每个人对缺氧的耐受力都是不同的，比如高原反应就不是每个人都有。机组人员没有及时采取应对措施是极其缺德的！从这件事可以看出，这种人在关键时刻是不会在意别人的死活的！
 ,06-21,春风十里天辽阔,回复@3ds小郑:你这种奴才思想就自己一个人跪着吧！
 ,06-21,LT_SHOU,回复@晴落凡尘:大哥，赛车是有通风系统的
 ,06-21,叶弘历LeoYe,回复@荡荡htl:那我还是开心的多lol
 ,06-21,Stone_rebirth,没氧气，捅开行李架下面面板啊。里面有氧气面罩，一人一个绝对不会少。
 ,06-21,荡荡htl,哎！以后还是别出去了！我出去了几次，没有一次是从头到尾都开开心心的，现在已经四年没出去过了，不是不想，是不敢了
 ,06-21,叶弘历LeoYe,回复@akatsukinotsuki:是到了以后
 ,06-21,akatsukinotsuki,如果开门的话就又要重新排队了啊，之前都白等了的
 ,06-21,Pa天空之城,做的好，
 ,06-21,pandainzoo,春秋航空最烂的航空公司
 ,06-21,3ds小郑,回复@国产好白菜:谢谢回复
 ,06-21,timmx,回复 @G-BOYB:唉，机组连解除待命都要靠FAP确认，那也太盲从手册了，说到底，无非不想担责而已。而公司责任在于没有设立只有应急电源情况下的应急预案，培训存在盲点。这次算运气好没有人员出事…
 ,06-21,女乔-,也是这个航班普吉回上海。但不是同一天。感觉这个确实航班槽点满满，除了不是红眼而已。为啥春秋到现在也不出面道歉呢？
 ,06-21,G-BOYB,回复@timmx:舱门是机械的没错，但是手册要求在FAP上确认滑梯预位状态呀。视频里看得出来应急灯都亮了，肯定开了应急电源啊，但是不确定当时FAP是否工作
 ,06-21,xuehaix,@江宁婆婆
 ,06-21,国产好白菜,回复@3ds小郑:嗯
 ,06-21,国产好白菜,不知道哪些说人都说了是故障，不是故意的，人没事就好了的那种，如果在你生你受到威胁的时候你也能说忍一忍就好了？人没事就好？谁都不是圣母，生命都受到威胁了，还有什么是需要忍耐的？等死后的申冤么？规定是死的，人事活的，可能是我三观不正，所以我不知道有什么规定可以大过生命。
 ,06-21,3ds小郑,回复@加油哒姑娘:他们是工作 更加需要忍
 ,06-21,3ds小郑,回复@不奇怪的玉米:您讲话怎么这么过分，伤心。
 ,06-21,3ds小郑,回复@国产好白菜:好吧
 ,06-21,国产好白菜,回复@3ds小郑:可能是你们没有做过春秋航空吧，所以才会说忍一忍就好了，还有啊我不知道什么规定可以大过人命。
 ,06-21,大家都羞涩地叫我灿总,回复@LYNN_HOME:好好看看新闻再分析我说的话
 ,06-21,3ds小郑,回复@二楼拐角的马甲儿:不至于吧
 ,06-21,二楼拐角的马甲儿,回复@3ds小郑:你这话说的应了一句话衣冠禽兽
 ,06-21,Season沓ta_等发工资去买鞋,回复@袁启聪:哈哈，你真系想当然就开喷了。有时识少少真系唔好扮代表
 ,06-21,不奇怪的玉米,回复@叶弘历LeoYe:这种B人是特地来找存在感的，别理他。有娘生没爹教，从小缺爱。上去就是两脚，让他感受关怀。
 ,06-21,G-BOYB,回复@timmx:真是这样的话，外界温度低还好，高温天是很过分了，我有机会也抓个9c机务了解一下。不过博主这个情况确实是apu故障加上机场保障没跟上，已经有报道了，我觉得机组处置没什么问题
 ,06-21,玫瑰後巷,你们没事就好
 ,06-21,告白魔术师,回复@袁启聪:只要不是机组脑残，频繁的航班你看看他愿意接gpu还是开机载apu2333
 ,06-21,告白魔术师,回复@袁启聪:有时候接一次gpu真不一定比apu便宜，加V号说话都可以无所畏惧2333哈哈哈哈
 ,06-21,告白魔术师,你这截图在各群里传开了，笑死了
 ,06-20,属羊的狮子727,回复@树大好乘风凉:结果咧
 ,06-20,timmx,回复 @G-BOYB:延误时候等待中用外接电源车供电，推出时候开APU供电，开车时候用的APU引气，这哪里矛盾了？是否开空调，摸下行李箱出气口就知道了，你认为我分不清吗？春秋机务光能放行的我就认识10多个，喝酒时候问过，他们都承认秋冬季温度低的时候不开APU是常事了（到底温度多少才能开他们不敢说）…
 ,06-20,小佳期,回复@一商一博一良一:对
 ,06-20,卢孚法语,回复@Call_me_Raylan:哈哈，高手
 ,06-20,G-BOYB,回复@timmx:你不觉得你描述的自相矛盾么？如果你觉得推出的时候有电且开车没有用地面气源所以得出apu可用。那么请问既然apu都已经开着了并且正常工作了，所谓省油不开apu的谣言难道不是不攻自破？至于前面延误排队的时候我推测是开了apu或者接了地面空调，不过高温天气制冷量有限你应该懂的
 ,06-20,ANA格调,标题党吸引眼球啊！什么叫春秋航空谋杀事件，只是apu问题后来马上处理好了，你不怕春秋航空告你？
 ,06-20,Kurt_Country,直接躺到，立马会被抬出去。
 ,06-20,PiscesNoCalm,廉价航空是我的黑名单
 ,06-20,timmx,回复 @G-BOYB:我在虹桥坐过春秋一次起飞延误不开APU的，当时气温31，延误40分钟，飞机接了地面电源车，空调没打开，客舱气温你可以想象…别跟我说APU故障保留放行，第一拖车推出时候客舱是有电的，春秋拖车是不带电源的。第二发动机启动的时候我还特意看了没有地面气源车撤离。
 ,06-20,尖锐湿为,回复@加油哒姑娘:她们就是机器人
 ,06-20,四囍丸子Yang,@贝勒Jie
 ,06-20,翊湄向钱冲,回复@OH毛仔:怎么这样。。。
 ,06-20,一商一博一良一,@小佳期 春秋好像最廉价吧？
 ,06-20,eva杨洋阳羊扬,回复@诺字半边若billon:发生故障说意外情况。人没事就好啊
 ,06-20,Brunabby,@春秋航空 求解释
 ,06-20,资深岛民小七学长,回复@叶弘历LeoYe:这就过分了……Apu没开起来就 关发省油
 ,06-20,叶弘历LeoYe,回复@资深岛民小七学长:落地后
 ,06-20,千秋正道,估计是APU故障，要是没有故障，那就过分了
 ,06-20,顾拜蛋蛋,对春秋一直没啥好感
 ,06-20,阿文-_-King,人没事就好
 ,06-20,林勇健同学,打110啊 ，引擎都关了
 ,06-20,米饼轩,@58line_JCC 
 ,06-20,-pitcher,猜测:飞机本身APU就故障不能用。飞机落地了，但地面电源车未到的情况下，机组就关闭发动机，又重新开不了了，所以，空调也用不了罗。至于不能开舱门，可能真的是规定
 ,06-20,皇室TSH,回复@傻傻的阿金:虽然我一开始也是这么想的但是看了大家的评价感觉春秋没准还真干得出来这事，等等看后续怎么说吧……
 ,06-20,RumPelSTilSkiNN,回复@车峰之巅:我服啊，没说不服啊
 ,06-20,家有一宝卡卡,服务好不好要看事后
 ,06-20,美眉啦啦队长泰国模特,回复@3ds小郑:键盘不错
 ,06-20,裴皮卡皮卡,回复@只是个路过的而已:是呀小可爱
 ,06-20,悉尼美景一瞥,人重要还是法规重要？
 ,06-20,王禹博987,春秋是我做过的最烂的飞机，仅代表个人观点
 ,06-20,大家都羞涩地叫我灿总,回复@ffs123345:看新闻了吗？apu坏了，叫了电源车也是坏的，第二辆来的才是好的，你看到新闻了吗？请看事实后再发言ok？
 ,06-20,哋頭,直接放滑梯，门不就开了，紧急情况没人罚你钱的
 ,06-20,可爱的若颖,   天哪   怎么这样
 ,06-20,大家都羞涩地叫我灿总,回复@玩土:默认春秋的运输规则是不是这句话懂啥意思吗？运输规则包括二次开门的要求，每个公司不一样，涉及到的程序也不一样，我没有说坐春秋就要把谁闷死，如果你这样断章取义我也没办法
 ,06-20,大家都羞涩地叫我灿总,回复@哈姆勒城:首先我的意思是在民航业二次开门没那么简单的，况且是国际航班涉及到的部门和程序非常多，不是说我想开我立马就能开或者你想开立马就能开的。这个道理应该懂哇？
 ,06-20,造纸节,@懒懒的窝窝团团喵喵喵
 ,06-20,大家都羞涩地叫我灿总,回复@LYNN_HOME:如果说这是讽刺的话那你就是给别人瞎扣帽子了，请你自己看看新闻，机械故障看到了吗？官方新闻写到晚开门20分钟。你看了吗？请你看看清楚再说话不要添油加醋引起别人的注意
 ,06-20,Fugubaldbald,春秋航空大概就是地狱航空吧。。
 ,06-20,3ds小郑,回复@劳拉123dd:抱歉
 ,06-20,3ds小郑,回复@向前夕阳红:好吧
 ,06-20,Stash6,回复@LePetitDaniel:有可能.
 ,06-20,跳梁小丑小佳,航空公司应该也是在想办法解决的，遇到故障大家都不乐意的。看春秋航空后续怎么说吧。
 ,06-20,劳拉123dd,回复@3ds小郑:给你太阳底下站一小时你都忍不了
 ,06-20,Call_me_Raylan,回复@G-BOYB:打搅了打搅了
 ,06-20,车峰之巅,回复@RumPelSTilSkiNN:不服，可以不做飞机，不服可以移民出国
 ,06-20,小雅op,坐过一次春秋再也没有坐过垃圾
 ,06-20,木子一月月的垃圾筒,回复@CA1301:春秋是中国飞机，谢谢
 ,06-20,向前夕阳红,为什么要选低成本航空？从来不坐低成本航空，听说间距特别窄还不舒服。
 ,06-20,向前夕阳红,回复@3ds小郑:那你去试试吧
 ,06-20,辉人的微风,所以我只坐东方航空
 ,06-20,OH毛仔,@翊湄向钱冲
 ,06-20,CTCC_David_Deng,不要再坐春秋了...现在其他航空公司的票都不贵...而且飞行途中不会一直逼逼逼的推销商品....
 ,06-20,Banana-pie_and_Turquoise,夸夸其谈
 ,06-20,月島小晰,下回别坐廉航了....
 ,06-20,LePetitDaniel,回复@RumPelSTilSkiNN:互相伤害呗 碰上远机位的一下飞机把登机箱里东西来个天女散花 想想都刺激
 ,06-20,LePetitDaniel,回复@Stash6:可能各个地方都不太一样吧
 ,06-20,修飞机的小MG,至于不开舱门透气，我认为一旦打开舱门，会发生站在舱门口处的人有被拥挤，跌落的风险，看视频大家都站起来了，舱门周围人也不少，如果跌落，机组难辞其咎
 ,06-20,修飞机的小MG,APU应该是有故障的，可能办的故障保留才飞的，或者落地以后发现启动不了，而飞机发动机关车后，飞机断气断电了，但廊桥车迟迟没来，无法下客，才导致后续事情的发展，很大程度上是提供保障的机场公司的问题。
 ,06-20,外向孤独症患者光年,回复@G-BOYB:然而我说的是已经发生过的事实并不是造谣，建议回小学回炉一下语文课
 ,06-20,hattie寒铅球,春秋服务就是差劲
 ,06-20,G-BOYB,回复@Call_me_Raylan:且不说APU落地后依然存在故障可能性，MEL和MMEL请你先了解一下？别把你自己笑死了
 ,06-20,叶弘历LeoYe,回复@我就是猴哥:我不是说了机组尽忠职守么 我没骂他们呀
 ,06-20,我就是猴哥,人家按照规定来，不能说人家错了，错的是制定规定的人。如果机长给你开了，出了事故肯定是机长担责任，换你你也不会开，机长该通知通知，该汇报汇报，决定者并不是他，骂航空公司吧
 ,06-20,山人自有天庇佑,回复@fjryks:机组应该怎么做，依你之见？开驾驶舱门，违法，承担劫机和其他风险；应急门，损失大几十万，所有人回去不了了，难道你以为是机组断电了？地面apu一个小时的油还不如他空中两三分钟多，他至于吗？
 ,06-20,ffs123345,回复@傻傻的阿金:电源故障？你是想说电气系统故障，没有办法使用地面电源（车）吗？机组处置欠妥，航司保障不利……如果乘客投诉到消协和局方那里，一投诉一个准如果有乘客感觉到不适报了机场急救车，春秋更是吃不了兜着走。（业内人士更不应该惯这些臭毛病）
 ,06-20,cs33446522194964,说了这么多 以后别坐春秋了吧……
 ,06-20,山人自有天庇佑,回复@ZUUU的金刚:法律规定不能进驾驶舱啊，为了防止劫机，你是机长你也不会开的
 ,06-20,在暖春里徒步,开门机务负责任，死人航空公司负责任，机务怎么可能让自己担责任呢？就说我说的对不对吧
 ,06-20,山人自有天庇佑,回复@leiyukkei:开什么冷气？外面零下几十度，空调是给你送暖的
 ,06-20,小青虫的菜园子CC,飞机上就没有几个老年人吗？直接叫他们装晕倒或心梗或脑中风，然后，旁边有人哭喊几句，事情就好办多了，机器是死的，人脑是活络的
 ,06-20,山人自有天庇佑,应该是APU故障了吧，听视频里有人说开应急门，这个一开，你们就彻底回不去了，而且开门的也要问责，空乘人员也怕你们开，他们也要受处分。正常开门的话，也确实不能随便开，只能叫现场过来把飞机推回去再给你们开，而且机组也已经叫了地面电源来重新启动了啊，应该是机场保障问题了
 ,06-20,下一站西直门可换乘233号线,回复@danderhqb:过海的火车全部都是 直流600V 机车直供电，广州到海南由DF11G 来拉
 ,06-20,下一站西直门可换乘233号线,回复@danderhqb:过海的火车是DC600V 机车直接供电 在到港之后 因为调车机不具备供电功能 只有机车和 船上具备供电 解体的路上是没办法供电的
 ,06-20,夏纪年-Odin,那我想问 身体素质那么差也能当赛车手了吗？
 ,06-20,00灰灰太太狼,怎么像坐大巴回去，喊司机开空调？
 ,06-20,叶弘历LeoYe,回复@加油哒姑娘:关于这个我会回过你了
 ,06-20,加油哒姑娘,回复@叶弘历LeoYe:很好奇那些空姐们呢？你们旅客都这样了，她们和你们在一个客舱里又不是超人，她们难道不缺氧不难受吗？
 ,06-20,魅魊鼬殇,应急门可以开，只要你付钱就可以开
 ,06-20,3ds小郑,回复@Call_me_Raylan:你是学医的？
 ,06-20,RumPelSTilSkiNN,回复@傻傻的阿金:我没说为了省油啊，你从哪看到的
 ,06-20,3ds小郑,回复@Call_me_Raylan:
 ,06-20,3ds小郑,回复@叶弘历LeoYe:真坏
 ,06-20,RumPelSTilSkiNN,回复@叶弘历LeoYe:我知道你说的意思。是我之前在说春秋的操纵我大写的服的时候这人说我诽谤航空公司。这人好像还是个航空公司的机务。可以说非常敬业了。
 ,06-20,Call_me_Raylan,回复@3ds小郑:我“佩服”你，不过不是“佩服”你的“睿智”，而是佩服你的…
 ,06-20,叶弘历LeoYe,回复@3ds小郑:不怒 就抽着玩儿
 ,06-20,JT君君君童,唯一一次坐春秋航空机场里面放烟雾放出寂静岭的即视感，前方2米不见人，远远走过来一个人就是恐怖片那种一坨黑慢慢靠近的即视感起飞之后么得吃喝也就算了，卖面膜？从此春秋航空拜拜
 ,06-20,3ds小郑,回复@Call_me_Raylan:哈哈。
 ,06-20,3ds小郑,回复@叶弘历LeoYe:请息怒。
 ,06-20,叶弘历LeoYe,回复@3ds小郑:你到我面前来我抽死你丫的你也火气别太大 反正你能忍
 ,06-20,RumPelSTilSkiNN,回复@傻傻的阿金:一般情况下，电气源车接上之前，都会用APU供电。
 ,06-20,Call_me_Raylan,回复@3ds小郑:…
 ,06-20,3ds小郑,回复@Call_me_Raylan:你怎么斗得过当官的，再说航空公司都是有靠山的，不能闹
 ,06-20,3ds小郑,回复@Call_me_Raylan:嗯。
 ,06-20,叶弘历LeoYe,回复@RumPelSTilSkiNN:走不了也比死了好
 ,06-20,叶弘历LeoYe,回复@RumPelSTilSkiNN:我知道规定是规定 多等一下也理解 不开门也理解，但前提是有氧气 保证大家安全的前提下。问题是飞机出了问题，很多人都缺氧了。如果把你在飞机里让你等氧气耗尽你就乖乖死吗？
 ,06-20,RumPelSTilSkiNN,回复@LePetitDaniel:开了今晚更走不了了
 ,06-20,RumPelSTilSkiNN,回复@傻傻的阿金:请问你知道什么叫电源车吗？请问你知道什么叫气源车吗？请问你知道什么叫桥载电气源吗？请问你知道飞机关车后机务做航后工作的灯光电源是怎么来的吗？请问你是什么专业的。
 ,06-20,RumPelSTilSkiNN,回复@叶弘历LeoYe:民航有95%的规定是为了避免不到1%几率出现的意外的发生。
 ,06-20,3ds小郑,回复@叶弘历LeoYe:火气太大 不要这样
 ,06-20,3ds小郑,回复@叶弘历LeoYe:ok
 ,06-20,叶弘历LeoYe,回复@3ds小郑:身体不会骗人了 难受了就是难受了 有本事你别呼吸
 ,06-20,叶弘历LeoYe,回复@3ds小郑:以后饿了你也忍一忍 不用吃饭了 困了你也忍一忍 不用睡觉了 呼吸你也忍一忍 不用制造二氧化碳了 要死了你也忍一忍 你就长生不老了。
 ,06-20,外向孤独症患者光年,回复@G-BOYB:你这脑回路我理解不能好吧，我什么时候确信过9C落地后一定不会开apu？我只说过9C做得出来这种事，还有，你又不是9C员工你洗地有什么好处吗？你又不是9C员工你把规章当话题你说你呢
 ,06-20,Call_me_Raylan,回复@3ds小郑:真能忍。
 ,06-20,Longford,回复@danderhqb:所以你不错了
 ,06-20,Call_me_Raylan,回复@G-BOYB:坏了？？？APU坏了？？哈哈哈哈你要笑死人，才运营完航班的飞机APU能坏了？
 ,06-20,ffs123345,回复@傻傻的阿金:地面空调给一个吧，没有，那地面电源给一个总行吗？都没有？偌大一个浦东国际枢纽机场这点保障都没有？以上海为主基地的春秋这点保障都没有？这样的航司活该破产
 ,06-20,叶弘历LeoYe,回复@加油哒姑娘:首先空姐偶尔进出机长室 机长室是有窗的。其次氧气稀薄不代表所有人会同时出现反应，会有先后。第三，空姐也说很难受，感觉他们是用生命在守护规则，还说怕被开除，这有点不分主次。
 ,06-20,清清果冻_qgp1113,这个不太好，那么热的天，空调没了，舱门又不开，命没了怎么办啊！
 ,06-20,ReconNotAlone,回复@想要豢养一只小麻雀的Lilith:棒棒哒
 ,06-20,想要豢养一只小麻雀的Lilith,回复@ReconNotAlone:对。所以悄悄的。低调。这应该是不太合规定的
 ,06-20,3ds小郑,回复@Cherish紫淇:抱抱
 ,06-20,加油哒姑娘,回复@叶弘历LeoYe:我就特别好奇，那空姐呢？她们和你们不是都在一个客舱吗？她们不缺氧不难受不会要死吗？
 ,06-20,加油哒姑娘,我就很好奇，旅客都缺氧要死了，那些空姐呢？她们不缺氧吗？她们都跑了吗？还是她们给自己偷偷吸氧了？或者她们不用呼吸？？？？
 ,06-20,阿拉丁神灯-法力无边,估计是为了省钱，我记得以前夏天的时候做过东航北京飞上海的航班，起飞前空调基本属于不怎么开的情况，起飞以后才多开点儿空调。
 ,06-20,Cherish紫淇,回复@3ds小郑:没在现场没感受到的请不要在这儿站着说话不腰疼让你缺氧个20.30分钟你试试？？
 ,06-20,源猫君,回复 @DF4B-2274:老司机操作
 ,06-20,源猫君,回复 @Spareribx:哎呀～大意了～那就只有解除预位再开门了，还不赔门
 ,06-20,G-BOYB,回复@外向孤独症患者光年:我不是9C员工当然没看过内部运行规章，是你一本正经的确定9C会为了省油故意不开apu所以我请你拿出规章证明自己的言论。但是落地后开apu是明确的写在机组检查单里的吧，如果如你所说为了省油，那么关车后没有空调就不应该是现在这样的个例新闻而是每个航班必然出现的常态了好吗。
 ,06-20,叶弘历LeoYe,回复@傻傻的阿金:空姐也没有说可以给我氧气瓶 而且我也没有进驾驶室
 ,06-20,叶弘历LeoYe,回复@nicoleylw:对
 ,06-20,Charles咩咩,机长不会争节油奖吧
 ,06-20,源猫君,这都都是应该的，但不接地线也不启动APU就说不过去了啊～APU油费烧不起也理解，但是春秋连地线都申请不到一根么～
 ,06-20,nicoleylw,航班是9C8522吗？
 ,06-20,有趣的张同学,回复@想要豢养一只小麻雀的Lilith:你很幸运！
 ,06-20,傻傻的阿金,回复@叶弘历LeoYe:氧气瓶是乘务员负责的，你如果身体不适可以问他要，但是进驾驶舱是肯定不行的。还有那么热的天，飞机没电，机长很少会为了节油不开apu，很大可能是因为飞机电源系统故障了。
 ,06-20,七冠之王,本人从事工业检修，在密闭空间作业是特殊工种，需要培训考试通过后才能上岗作业，而且开工前要做好安全措施，保证密闭空间内空气流入，并且外面有人监护，时刻保持联系，还有密闭空间内必须有空气检测办好才能干活，所有出人身伤亡事故的都是没有遵守安全规定！我就说这些吧
 ,06-20,叶弘历LeoYe,回复@傻傻的阿金:那么多人缺氧 氧气瓶在座椅下方？
 ,06-20,熊弄,春秋航空你懂的，电费多贵啊
 ,06-20,ReconNotAlone,回复@想要豢养一只小麻雀的Lilith:那就是公司规定不一样了，低调点别把人家坑了
 ,06-20,想要豢养一只小麻雀的Lilith,回复@有趣的张同学:所以说就是每个人处理方式不一样。。我进了落地后的驾驶舱。机长还让我坐他位子上拍照给我带他的帽子
 ,06-20,GuangyuGao,回复 @Stash6:这起事件发生在上海浦东机场
 ,06-20,AelfricKwan,回复@ObsoleteSoul:你就说春秋很烂竟然上升到亵渎民航法和飞行员了 这狗真的吓人
 ,06-20,DF4B-2274,回复@Kev1n_宇:驾驶室有可以打开的窗户
 ,06-20,叶弘历LeoYe,回复@有趣的张同学:我就站在门口而已
 ,06-20,第十七袋金坷垃,别坐春秋别坐春秋别坐春秋
 ,06-20,有趣的张同学,回复@想要豢养一只小麻雀的Lilith:在地面的时候我每次找机长签字除了工作人员以外没人能进驾驶舱的！
 ,06-20,张氏小钱前,回复@跑道05:还有这种玩法，以后有机会一定要进去看看
 ,06-20,傻傻的阿金,回复@皇室TSH:没有公司会没了节油不开apu吧，故障可能性高啊
 ,06-20,傻傻的阿金,回复@ObsoleteSoul:我乱说话？还是你乱喷？搞笑？
 ,06-20,Cassie_蓝,@来天翔
 ,06-20,傻傻的阿金,回复@傻傻的阿金:apu不能保留？
 ,06-20,ObsoleteSoul,回复@AelfricKwan:好的好的，不理，他连抬杠都没逻辑，不理不理
 ,06-20,DF4B-2274,回复@傻傻的阿金:那你的意思是APU有问题？APU坏了还能办保留？
 ,06-20,ttert,为啥要坐春秋呢，便宜10块钱，难受10倍
 ,06-20,AelfricKwan,回复@ObsoleteSoul:他脑残你理他干嘛 主动犯贱的狗都是很low的 诽谤别人我看他生活里被气坏了找你出气
 ,06-20,陈-高宇,回复@翠花是你妈:无知
 ,06-20,AelfricKwan,回复@傻傻的阿金:我没心情撕你这种主动犯贱当中出丑的没战斗力废物 自己看原文问问博主进没进 不好意思我只坐东方航空头等舱请不要说我坐9c噜 自己不看看自己什么货色见过什么世面就说不可能珍素笑屎惹
 ,06-20,天马行空723,我们的航空公司，服务态度一塌糊涂。
 ,06-20,ObsoleteSoul,回复@傻傻的阿金:可能我知识是很贫瘠，但是我这么说他们公司烂就算亵渎了？我说了民航法了？我说了飞行员了？你哪只眼睛看到了？你幻视了？还是你妄想症啊？你业内的了不起啊？我认识的业内的也不少，没见过你这么乱说话的，春秋自己做的不好就不要怪别人说，服务和体验跟别的廉航比起来都算烂的了
